Onnett_id;Osall_id;Osnro;Oslaji;Oslajisel;Peräv;Perävsel;Ajolaji;Ajolajisel;Ajoneuvika;Ajoneuvmas
6717868;11630916;2;20;kevytmoottoripyörä(<125cc);-1;Ei arvoa;-1;Ei arvoa;8;118
6629148;11630917;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1291
6629148;11630918;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6813322;11630928;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1136
6813322;11630929;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1460
6866595;11630931;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1368
6866595;11630932;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1025
6686445;11630934;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
6640079;11630935;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1025
6640079;11630936;2;73;muu eläin;-1;Ei arvoa;-1;Ei arvoa;;
6629291;11630937;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1355
6682397;11630939;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;13;1790
6715951;11630945;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1250
6715951;11630946;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1265
6686446;11630947;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1140
6712740;11630948;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1460
6712740;11630949;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;5;380
6689359;11630950;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;1;13250
6689359;11630951;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1025
6651441;11631163;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1345
6651441;11631164;2;32;kuorma-auto;2;varsinainen perävaunu;-1;Ei arvoa;6;12200
6788652;11631172;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1365
6813332;11631173;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1410
6813332;11631174;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;1;400
6768183;11631175;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1271
6768183;11631176;2;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;1;104
6842183;11631177;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6842183;11631178;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6842183;11631179;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1220
6768184;11631180;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1764
6768184;11631181;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1115
6813333;11631182;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;880
6813333;11631183;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;905
6757926;11631186;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1140
6757926;11631187;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1190
6790809;11631188;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6790809;11631189;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1167
6788653;11631190;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1536
6788653;11631191;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1533
6788653;11631192;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1265
6899626;11631193;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1080
6899626;11631194;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1200
6686429;11631197;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6686429;11631198;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1115
6810224;11631205;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1505
6810224;11631206;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;955
6656943;11631209;1;21;moottoripyörä;-1;Ei arvoa;-1;Ei arvoa;7;205
6813334;11631216;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6768185;11631217;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1645
6768185;11631218;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;3;1590
6659934;11631219;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1667
6659934;11631220;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;5;15100
6682198;11631221;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1060
6682198;11631222;2;32;kuorma-auto;1;puoliperävaunu;1;ammattimaisessa ajossa;0;9340
6721958;11631226;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1325
6682199;11631228;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1495
6715844;11631231;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1025
6736353;11640521;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1060
6717766;11640529;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1430
6717766;11640530;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;;
6717766;11640531;3;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;;
6890617;11640551;1;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;5;91
6890617;11640552;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;22;1340
6861791;11640553;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1035
6861791;11640554;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1340
6844134;11640556;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6844134;11640557;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1640
6678382;11640558;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1107
6678382;11640559;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1254
6678382;11640560;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1440
6810233;11640561;1;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;8;97
6689388;11640562;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;936
6689388;11640563;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6659916;11640564;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6659916;11640565;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6740148;11640566;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1363
6740148;11640567;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1351
6689400;11640574;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1452
6689400;11640575;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6717772;11640576;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;990
6696182;11640577;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1628
6689401;11640578;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1065
6689401;11640579;2;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;0;95
6664318;11640584;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1540
6664318;11640585;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;7;1960
6664318;11640586;3;32;kuorma-auto;6;moduulirekka;-1;Ei arvoa;8;11985
6664319;11640587;1;32;kuorma-auto;2;varsinainen perävaunu;1;ammattimaisessa ajossa;6;14375
6578577;11640588;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
6868527;11636021;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6868527;11636022;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1507
6740149;11636025;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1451
6740149;11636026;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1380
6740159;11636029;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;935
6740159;11636030;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1025
6788552;11636033;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1515
6788552;11636034;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1471
6842074;11636035;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1570
6842074;11636036;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1645
6575908;11636037;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1180
6575908;11636038;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6790825;11636039;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1180
6790825;11636040;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1580
6842075;11636041;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6842075;11636042;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6629170;11636043;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1625
6629170;11636044;2;40;traktori;-1;Ei arvoa;-1;Ei arvoa;15;4660
6549915;11636045;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1510
6543007;11636046;1;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;7;104
6549916;11636053;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1272
6619830;11636065;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1115
6619830;11636066;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6619831;11636067;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1088
6619831;11636068;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1840
6619832;11636069;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6619832;11636070;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1378
6619832;11636071;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1615
6575779;11636072;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1235
6571061;11631797;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1135
6571061;11631798;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6868595;11631799;1;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;2;400
6868595;11631800;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;1;400
6575780;11631809;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1065
6575780;11631810;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1825
6651444;11631811;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1265
6651444;11631812;2;32;kuorma-auto;2;varsinainen perävaunu;-1;Ei arvoa;1;14705
6846808;11631815;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1355
6846808;11631816;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6656708;11631817;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6656708;11631818;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1885
6689145;11631820;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1080
6689145;11631821;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1095
6682391;11631822;1;32;kuorma-auto;2;varsinainen perävaunu;1;ammattimaisessa ajossa;3;10900
6682392;11631825;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1350
6712616;11631832;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1120
6760616;11631833;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1405
6686226;11631839;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1470
6686226;11631840;2;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;;
6740346;11631841;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
6740346;11631842;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1385
6740229;11631847;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1365
6740229;11631848;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1658
6770378;11631849;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1163
6770378;11631850;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1330
6715988;11631854;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6715988;11631855;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1442
6744827;11631862;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1216
6771610;11631866;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;23;1610
6771610;11632081;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1070
6793514;11632099;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1676
6783867;11632104;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;19;1740
6783867;11632105;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;20;980
6783867;11632106;3;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;10100
6768253;11632107;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;935
6768253;11632108;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6768254;11632109;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;20;1580
6788678;11632110;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;6;1265
6788678;11632111;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6768272;11632112;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1637
6768272;11632113;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1289
6861243;11632122;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;2010
6861243;11632123;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1125
6790876;11632124;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1605
6790876;11632125;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6793515;11632126;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;34;1600
6793515;11632127;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1065
6768273;11632128;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1460
6768273;11632129;2;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;2;102
6696092;11632134;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;850
6696092;11632135;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1194
6770383;11632136;1;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;1;104
6770383;11632137;2;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;0;104
6772018;11632138;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1280
6772018;11632139;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1521
6868474;11632140;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1025
6868474;11632141;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;980
6868474;11632142;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1705
6760598;11632365;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1320
6760598;11632366;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1209
6660063;11632367;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1490
6660063;11632368;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1303
6585784;11632369;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1229
6585784;11632370;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1030
6585784;11632371;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;900
6740241;11632372;1;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;4;101
6740241;11632373;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6760599;11632376;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;13;1740
6717892;11632380;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1277
6717892;11632381;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6650391;11632382;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1385
6760600;11632383;1;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;1;400
6760600;11632384;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;4;380
6760600;11632385;3;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;0;380
6664899;11632388;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1180
6664899;11632389;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;3;9100
6716004;11632394;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1565
6716004;11632395;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6543037;11632396;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1240
6543037;11632397;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1578
6686314;11632398;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;23;1360
6716005;11632399;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1435
6716005;11632400;2;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;0;96
6689200;11632401;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1025
6689200;11632402;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6629085;11632407;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1506
6716450;12294543;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1308
6716450;12294741;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;21;1460
6651237;11632422;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1308
6651237;11632423;2;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;;
6622476;11632424;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6651358;11632425;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1265
6622477;11632426;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6651359;11632427;1;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;4;460
6651359;11632428;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6656864;11632429;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1600
6656864;11632430;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1278
6651360;11632431;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1684
6619986;11632432;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;22;1240
6696118;11632659;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1253
6682095;11632660;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;940
6717922;11632665;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1166
6717922;11632666;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1300
6717922;11632667;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6717922;11632668;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6770392;11632669;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;8;2185
6761933;11632670;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1332
6740272;11632683;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;9;1850
6740272;11632684;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6768304;11632689;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6768304;11632690;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6717940;11632706;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1190
6717940;11632707;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6790893;11632708;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1557
6741955;11632709;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6741955;11632710;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1245
6741956;11632711;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;20;1170
6717942;11632944;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6717942;11632945;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1580
6768205;11632950;1;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6768205;11632951;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1350
6768206;11632952;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;955
6721607;11632953;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1540
6721607;11632954;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1355
6660018;11632955;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1675
6622426;11632956;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1270
6622426;11632957;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6774690;11632958;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;940
6774690;11632959;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;25;1470
6761996;11632962;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1780
6761996;11632963;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;10;1827
6622427;11632966;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1245
6622427;11632967;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6651126;11632968;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1310
6651126;11632969;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6612341;11632970;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1418
6612885;11632971;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;14;1830
6619923;11632972;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1656
6619923;11632973;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1175
6717820;11632980;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1135
6717820;11632981;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1305
6771913;11632982;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1656
6771913;11632983;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1705
6768207;11632984;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1370
6768207;11632985;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1113
6622428;11632992;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;955
6622428;11632993;2;43;muu moottorikäyttöinen ajoneuvo;-1;Ei arvoa;-1;Ei arvoa;0;400
6612342;11632994;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;25;1800
6612343;11632996;1;32;kuorma-auto;2;varsinainen perävaunu;1;ammattimaisessa ajossa;;
6578454;11632998;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;21;1220
6573450;11633000;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1355
6570860;11633001;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1088
6612281;11633002;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1303
6613002;11633221;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1195
6768208;11633222;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1257
6768208;11633223;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1543
6570861;11633224;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1245
6790773;11633225;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1070
6790773;11633226;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1806
6712681;11633227;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1181
6770404;11633228;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1410
6770404;11633229;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;23;1400
6760514;11633230;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1115
6760514;11633231;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6715909;11633232;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1275
6715909;11633233;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6619954;11633234;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1350
6619954;11633235;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1520
6813412;11633240;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1281
6813412;11633241;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1265
6868496;11633247;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1465
6868496;11633248;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1165
6585858;11633249;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1970
6575846;11633250;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1205
6570862;11633251;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1840
6612142;11633258;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1395
6612142;11633259;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1565
6696262;11633260;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1455
6696262;11633261;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1525
6696262;11633262;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1435
6664252;11633263;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1275
6619955;11633264;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1445
6619955;11633265;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6586005;11633266;1;40;traktori;-1;Ei arvoa;-1;Ei arvoa;13;5200
