Onnett_id;Osall_id;Osnro;Oslaji;Oslajisel;Peräv;Perävsel;Ajolaji;Ajolajisel;Ajoneuvika;Ajoneuvmas
6718385;11595733;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;1817
6718385;11595734;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;5;12500
6661924;11595742;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;965
6661924;11595743;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;9;7500
6691560;11595752;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1194
6691560;11595753;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;5;12350
6620491;11595760;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;5;12500
6620491;11595761;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6621832;11591285;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;25;910
6621832;11591286;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1698
6621833;11591293;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6660696;11591298;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6688544;11591301;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1845
6688544;11591302;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1102
6712271;11591303;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;940
6656026;11591304;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6495513;11591305;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6685661;11591308;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1435
6685661;11591309;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1870
6656027;11591310;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;2035
6656027;11591311;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;;
6695717;11591312;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1363
6660698;11591313;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1546
6660698;11591314;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1137
6660698;11591315;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1395
6485196;11591319;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6485196;11591320;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1271
6620514;11591321;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6656009;11591322;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;980
6656009;11591323;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6656010;11591324;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6660677;11591330;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;17;1760
6660677;11591331;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1250
6660677;11591332;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1205
6660677;11591333;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;2025
6660679;11591338;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;940
6660679;11591339;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;6;1110
6685650;11591341;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;14650
6685650;11591342;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1600
6652962;11591346;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;915
6652962;11591347;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
6660660;11587110;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1325
6660660;11587111;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6660661;11587113;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1715
6660661;11587114;2;50;raitiovaunu;-1;Ei arvoa;-1;Ei arvoa;;
6681776;11587115;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1030
6681776;11587116;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1660
6650612;11587117;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1200
6650612;11587118;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1600
6688568;11587121;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1700
6688568;11587122;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1200
6688569;11587123;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1541
6688569;11587124;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1395
6688570;11587129;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;9;1840
6688570;11587130;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1212
6685759;11587131;1;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;10;12650
6685759;11587132;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1535
6716384;11587136;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1450
6716384;11587137;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6716385;11587149;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1355
6716385;11587150;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6712367;11587153;1;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;5;14820
6712367;11587154;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1345
6716386;11587155;1;12;mopedi;-1;Ei arvoa;-1;Ei arvoa;7;96
6716386;11587156;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6492754;11587166;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1524
6492754;11587167;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1380
6492754;11587168;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1597
6688585;11587393;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;1810
6688585;11587394;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;2;3820
6718284;11587395;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1163
6718284;11587396;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1892
6718284;11587397;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1311
6718284;11587398;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1782
6681832;11587399;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1295
6681832;11587400;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1625
6681833;11587401;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1476
6681833;11587402;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1280
6685738;11587403;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1520
6685738;11587404;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6685739;11587408;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1380
6685739;11587409;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1635
6628715;11587417;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1385
6628715;11587418;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1268
6473919;11587421;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6473919;11587422;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6685724;11587425;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6685724;11587426;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1140
6660633;11587427;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6650878;11587430;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;17;1585
6650878;11587431;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1679
6664633;11587432;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1125
6664633;11587433;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1095
6621888;11587436;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1175
6621888;11587437;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1434
6656091;11587438;1;32;kuorma-auto;2;varsinainen perävaunu;-1;Ei arvoa;15;7550
6656091;11587439;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1725
6620430;11587442;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;2;1840
6578056;11587445;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1845
6578056;11587446;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6542995;11587454;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1720
6542995;11587455;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6544450;11587459;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;2;1645
6544450;11587460;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1176
6544569;11587675;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1735
6578171;11587676;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;6;11600
6578171;11587677;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1424
6578171;11587678;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6578171;11587679;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6578172;11587680;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;2570
6578172;11587681;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;3;2169
6578172;11587682;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;2600
6544571;11587683;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;2;1907
6544571;11587684;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1110
6544571;11587685;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6575613;11587686;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;18;1580
6575613;11587687;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;3;12195
6578173;11587688;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1250
6578173;11587689;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6570369;11587690;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1263
6542987;11587691;1;-1;Ei arvoa;-1;Ei arvoa;-1;Ei arvoa;;
6542987;11587692;2;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;1817
6544572;11587693;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1085
6544572;11587694;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;2150
6542988;11587697;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1193
6542988;11587698;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1700
6520834;11587699;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1512
6544573;11587702;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;22;1350
6518485;11587705;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1368
6518485;11587706;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1665
6578174;11587712;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;895
6578174;11587713;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;1670
6505343;11587716;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;15;13700
6505343;11587717;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6505344;11587718;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1555
6505344;11587719;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1406
6505344;11587720;3;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
6620454;11587724;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;14;1315
6620454;11587725;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1277
6504407;11587726;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1360
6504407;11587727;2;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;0;14650
6495501;11587728;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;1;14285
6495501;11587729;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;12;8800
6494495;11587730;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;0;7000
6494495;11587731;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6495502;11587737;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6494496;11587744;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1525
6494496;11587745;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1175
6504408;11587959;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1393
6504408;11587960;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6575450;11587966;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6480004;11587967;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;11;1770
6480004;11587968;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1045
6660810;11587969;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6621783;11587970;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6621783;11587971;2;11;polkupyöräilijä;-1;Ei arvoa;-1;Ei arvoa;;
6494540;11587972;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1152
6494540;11587973;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1628
6685638;11587980;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1695
6685638;11587981;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1365
6474202;11587987;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1605
6474202;11587988;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1549
6474202;11587989;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1325
6474202;11587990;4;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;10;1610
6494541;11588000;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1350
6494541;11588001;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1355
6685640;11588002;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6494542;11588003;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6504310;11588004;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1600
6504310;11588005;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1065
6485716;11588006;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1730
6485716;11588007;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1350
6479735;11588010;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1701
6479735;11588011;2;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;8;9600
6480005;11588012;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1475
6480005;11588013;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
6485087;11588021;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1725
6485087;11588022;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1595
6485087;11588023;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1553
6471215;11588025;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6481002;11588028;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1335
6481002;11588029;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;0;1812
6504308;11588245;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1415
6504308;11588246;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1311
6485711;11588249;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1367
6485711;11588250;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1359
6495521;11588253;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1360
6495521;11588254;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1605
6480000;11588255;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1206
6480000;11588256;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1855
6485210;11588257;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1255
6494531;11588258;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1825
6494531;11588259;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1575
6494531;11588260;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;23;770
6485211;11588266;1;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;2;3100
6485211;11588267;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1900
6494534;11588276;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1515
6494534;11588277;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1595
6494535;11588279;1;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;4;14700
6494535;11588280;2;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;9;1820
6494536;11588281;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1215
6494536;11588282;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1655
6486722;11588283;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;13;1085
6486722;11588284;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1130
6486722;11588285;3;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;6;2140
6495522;11588286;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1250
6495522;11588287;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1365
6494537;11588288;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6494537;11588289;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1585
6485212;11588290;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1395
6485212;11588291;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1501
6494538;11588292;1;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;10;1830
6494538;11588293;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1604
6494538;11588294;3;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;2;12419
6480100;11588299;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1205
6482084;11588300;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1733
6482084;11588301;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1249
6482084;11588302;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1545
6482084;11588303;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1476
6480101;11588304;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;4;2730
6480101;11588305;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1430
6480981;11588306;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1265
6480981;11588307;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;7;6400
6480102;11588308;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1163
6480102;11588309;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1010
6485203;11588310;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1050
6485203;11588311;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1285
6485203;11588312;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1090
6494528;11588526;1;32;kuorma-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;8;10500
6494528;11588527;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;14285
6485709;11588528;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1393
6485709;11588529;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;18;1030
6494529;11588530;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;1845
6494529;11588531;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6485204;11588532;1;99;tuntematon kulkuväline;-1;Ei arvoa;-1;Ei arvoa;;
6485204;11588533;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1317
6485204;11588534;3;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1115
6485204;11588535;4;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;1;1505
6495519;11588536;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1040
6495519;11588537;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1254
6495520;11588538;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1431
6495520;11588539;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6485205;11588542;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;990
6485205;11588543;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1645
6479998;11588546;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;950
6479998;11588547;2;10;jalankulkija;-1;Ei arvoa;-1;Ei arvoa;;
6479998;11588548;3;33;linja-auto;-1;Ei arvoa;-1;Ei arvoa;;
6485207;11588551;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1195
6485207;11588552;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1545
6474197;11588555;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;;
6575426;11588557;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6494530;11588558;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1135
6494530;11588559;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1557
6485710;11588561;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1418
6485710;11588562;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6485208;11588569;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;1399
6485208;11588570;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6474198;11588571;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6474198;11588572;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6504307;11588574;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;16;1285
6504307;11588575;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1250
6484294;11588576;1;30;henkilöauto;3;kevytperävaunu;-1;Ei arvoa;0;1400
6480591;11588577;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1483
6480591;11588578;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;11;1820
6474199;11588579;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1150
6479999;11588580;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;1320
6479999;11588581;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1955
6474200;11588583;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1160
6474200;11588584;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
6495515;11588593;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1665
6495515;11588594;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;4;1689
6495516;11588595;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;19;1530
6495516;11588596;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1860
6484238;11588807;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;910
6484238;11588808;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1790
6494524;11588809;1;30;henkilöauto;-1;Ei arvoa;1;ammattimaisessa ajossa;2;1940
6494524;11588810;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;5;15450
6492727;11588811;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1295
6485201;11588812;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;10;935
6485201;11588813;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;1200
6742385;11588814;1;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;8;15260
6742385;11588815;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;1;12300
6520856;11588816;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;15;915
6520856;11588817;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;1167
6495517;11588821;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;12;1605
6495517;11588822;2;32;kuorma-auto;-1;Ei arvoa;-1;Ei arvoa;4;3800
6474194;11588823;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;6;875
6495518;11588824;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1931
6495518;11588825;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1334
6494525;11588828;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1425
6494525;11588829;2;33;linja-auto;-1;Ei arvoa;1;ammattimaisessa ajossa;0;12500
6504305;11588830;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;0;1312
6504305;11588831;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;3;1550
6504305;11588832;3;31;pakettiauto;-1;Ei arvoa;-1;Ei arvoa;;
6504306;11588833;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;7;1418
6504306;11588834;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1630
6494526;11588835;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;5;1301
6494526;11588836;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1706
6494527;11588839;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;2;1700
6494527;11588840;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1622
6475774;11588846;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;8;1055
6471214;11588853;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1415
6492849;11588860;1;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;9;1220
6492849;11588861;2;30;henkilöauto;-1;Ei arvoa;-1;Ei arvoa;;
