,id,year,month,day_of_week,x,y,vehicle_mass,region,road_type,Seriousness
8370,10072488,2021,7,Lauantai,277305.0,6746864.0,1670.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8371,10072489,2021,7,Lauantai,257948.0,6673753.0,1409.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
8372,10072489,2021,7,Lauantai,257948.0,6673753.0,1570.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
8373,10072489,2021,7,Lauantai,257948.0,6673753.0,1505.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
8374,10072490,2021,7,Torstai,430278.0,7207480.0,1253.0,Pohjois-Pohjanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8375,10072490,2021,7,Torstai,430278.0,7207480.0,1865.0,Pohjois-Pohjanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8376,10072492,2021,6,Tiistai,222511.0,6828469.0,1329.0,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8377,10072492,2021,6,Tiistai,222511.0,6828469.0,,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8378,10072493,2021,7,Torstai,329515.0,6822408.0,,Pirkanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8379,10072493,2021,7,Torstai,329515.0,6822408.0,,Pirkanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8380,10072493,2021,7,Torstai,329515.0,6822408.0,,Pirkanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8381,10072493,2021,7,Torstai,329515.0,6822408.0,,Pirkanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8382,10072494,2021,7,Torstai,313000.0,6776806.0,,Pirkanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8383,10072494,2021,7,Torstai,313000.0,6776806.0,,Pirkanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8384,10072495,2021,7,Sunnuntai,505704.0,6943839.0,1580.0,Pohjois-Savon ELY,Ei arvoa,Loukkaantumiseen johtanut
8385,10072495,2021,7,Sunnuntai,505704.0,6943839.0,92.0,Pohjois-Savon ELY,Ei arvoa,Loukkaantumiseen johtanut
8386,10072496,2021,7,Torstai,287951.0,6968851.0,230.0,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8387,10072496,2021,7,Torstai,287951.0,6968851.0,1597.0,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8388,10072497,2021,7,Maanantai,227803.0,7012229.0,,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8389,10072497,2021,7,Maanantai,227803.0,7012229.0,1752.0,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8390,10072498,2021,7,Lauantai,227983.0,7007971.0,1330.0,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8391,10072498,2021,7,Lauantai,227983.0,7007971.0,1264.0,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8392,10072499,2021,7,Perjantai,338764.0,6797795.0,,Pirkanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8393,10072499,2021,7,Perjantai,338764.0,6797795.0,1140.0,Pirkanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8394,10072500,2021,7,Keskiviikko,432034.0,7407295.0,,Lapin ELY,seututie,Ei henkilövahinkoja
8395,10072500,2021,7,Keskiviikko,432034.0,7407295.0,1575.0,Lapin ELY,seututie,Ei henkilövahinkoja
8396,10072501,2021,7,Sunnuntai,471630.0,6737467.0,1996.0,Kaakkois-Suomen ELY,valtatie,Ei henkilövahinkoja
8397,10072502,2021,7,Keskiviikko,313732.0,6819404.0,,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
8398,10072502,2021,7,Keskiviikko,313732.0,6819404.0,1216.0,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
8399,10072503,2021,7,Perjantai,481525.0,7309835.0,1740.0,Lapin ELY,seututie,Loukkaantumiseen johtanut
8400,10072503,2021,7,Perjantai,481525.0,7309835.0,1550.0,Lapin ELY,seututie,Loukkaantumiseen johtanut
8401,10072504,2021,7,Lauantai,348737.0,6665270.0,1392.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8402,10072504,2021,7,Lauantai,348737.0,6665270.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8403,10072505,2021,7,Maanantai,561728.0,7154462.0,1845.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8404,10072505,2021,7,Maanantai,561728.0,7154462.0,,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8405,10072506,2021,7,Torstai,378778.0,6678900.0,8020.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8406,10072506,2021,7,Torstai,378778.0,6678900.0,1615.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8407,10072507,2021,7,Tiistai,390711.0,6695624.0,1264.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8408,10072508,2021,7,Tiistai,392193.0,6675015.0,2021.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8409,10072508,2021,7,Tiistai,392193.0,6675015.0,,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8410,10072509,2021,7,Perjantai,385576.0,6671413.0,1280.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8411,10072509,2021,7,Perjantai,385576.0,6671413.0,1451.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8412,10072511,2021,7,Lauantai,322134.0,6969767.0,1250.0,Etelä-Pohjanmaan ELY,kantatie,Loukkaantumiseen johtanut
8413,10072512,2021,7,Sunnuntai,244794.0,6763331.0,1460.0,Varsinais-Suomen ELY,seututie,Kuolemaan johtanut
8414,10072512,2021,7,Sunnuntai,244794.0,6763331.0,,Varsinais-Suomen ELY,seututie,Kuolemaan johtanut
8415,10072513,2021,7,Lauantai,431210.0,6892821.0,,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
8416,10072513,2021,7,Lauantai,431210.0,6892821.0,2183.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
8417,10072514,2021,7,Keskiviikko,535682.0,6825590.0,1417.0,Pohjois-Savon ELY,kantatie,Loukkaantumiseen johtanut
8418,10072514,2021,7,Keskiviikko,535682.0,6825590.0,,Pohjois-Savon ELY,kantatie,Loukkaantumiseen johtanut
8419,10072515,2021,7,Sunnuntai,288269.0,6744571.0,,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8420,10072515,2021,7,Sunnuntai,288269.0,6744571.0,1320.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8421,10072516,2021,7,Lauantai,479285.0,6746737.0,105.0,Kaakkois-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8422,10072516,2021,7,Lauantai,479285.0,6746737.0,97.0,Kaakkois-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8423,10072517,2021,7,Lauantai,291937.0,6876247.0,1396.0,Pirkanmaan ELY,yhdystie,Loukkaantumiseen johtanut
8424,10072518,2021,7,Sunnuntai,324573.0,6784492.0,400.0,Pirkanmaan ELY,yhdystie,Loukkaantumiseen johtanut
8425,10072519,2021,7,Keskiviikko,386940.0,7299032.0,530.0,Lapin ELY,yhdystie,Ei henkilövahinkoja
8426,10072519,2021,7,Keskiviikko,386940.0,7299032.0,1352.0,Lapin ELY,yhdystie,Ei henkilövahinkoja
8427,10072520,2021,7,Perjantai,432705.0,6900746.0,77.0,Keski-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8428,10072520,2021,7,Perjantai,432705.0,6900746.0,2349.0,Keski-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8429,10072522,2021,7,Lauantai,305894.0,6777026.0,1160.0,Pirkanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8430,10072523,2021,7,Torstai,230092.0,7005522.0,,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8431,10072523,2021,7,Torstai,230092.0,7005522.0,1419.0,Etelä-Pohjanmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8432,10072524,2021,7,Perjantai,496203.0,6702368.0,1785.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8433,10072524,2021,7,Perjantai,496203.0,6702368.0,1349.0,Kaakkois-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8434,10072525,2021,7,Tiistai,226187.0,6821694.0,4300.0,Varsinais-Suomen ELY,valtatie,Loukkaantumiseen johtanut
8435,10072525,2021,7,Tiistai,226187.0,6821694.0,2635.0,Varsinais-Suomen ELY,valtatie,Loukkaantumiseen johtanut
8436,10072526,2021,7,Keskiviikko,250774.0,6722938.0,200.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
8437,10072526,2021,7,Keskiviikko,250774.0,6722938.0,1257.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
8438,10072527,2021,7,Lauantai,352333.0,6694680.0,1741.0,Uudenmaan ELY,valtatie,Kuolemaan johtanut
8439,10072528,2021,7,Lauantai,227912.0,6725757.0,405.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8440,10072528,2021,7,Lauantai,227912.0,6725757.0,639.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8441,10072529,2021,7,Torstai,378986.0,6696925.0,1510.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8442,10072529,2021,7,Torstai,378986.0,6696925.0,,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8443,10072530,2021,7,Torstai,236028.0,6804254.0,1503.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8444,10072530,2021,7,Torstai,236028.0,6804254.0,1395.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8445,10072531,2021,7,Torstai,248995.0,6926831.0,1580.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
8446,10072531,2021,7,Torstai,248995.0,6926831.0,1380.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
8447,10072532,2021,7,Torstai,270319.0,7031433.0,261.0,Etelä-Pohjanmaan ELY,valtatie,Loukkaantumiseen johtanut
8448,10072533,2021,7,Lauantai,553776.0,6925117.0,249.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
8449,10072533,2021,7,Lauantai,553776.0,6925117.0,1093.0,Pohjois-Savon ELY,yhdystie,Loukkaantumiseen johtanut
8450,10072534,2021,7,Lauantai,500977.0,7052993.0,1885.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
8451,10072534,2021,7,Lauantai,500977.0,7052993.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
8452,10072535,2021,7,Tiistai,375601.0,6874676.0,,Keski-Suomen ELY,kantatie,Ei henkilövahinkoja
8453,10072535,2021,7,Tiistai,375601.0,6874676.0,1665.0,Keski-Suomen ELY,kantatie,Ei henkilövahinkoja
8454,10072539,2021,7,Maanantai,379443.0,7176153.0,1060.0,Pohjois-Pohjanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8455,10072540,2021,7,Tiistai,442117.0,7377123.0,99.0,Lapin ELY,Ei arvoa,Loukkaantumiseen johtanut
8456,10072540,2021,7,Tiistai,442117.0,7377123.0,117.0,Lapin ELY,Ei arvoa,Loukkaantumiseen johtanut
8457,10072541,2021,7,Perjantai,238552.0,6708881.0,2030.0,Varsinais-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8458,10072541,2021,7,Perjantai,238552.0,6708881.0,1051.0,Varsinais-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8459,10072543,2021,7,Torstai,284964.0,6700855.0,,Varsinais-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8460,10072543,2021,7,Torstai,284964.0,6700855.0,1730.0,Varsinais-Suomen ELY,Ei arvoa,Loukkaantumiseen johtanut
8461,10072544,2021,7,Torstai,488164.0,7054955.0,1980.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
8462,10072544,2021,7,Torstai,488164.0,7054955.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
8463,10072545,2021,7,Lauantai,428890.0,6876784.0,321.0,Keski-Suomen ELY,seututie,Loukkaantumiseen johtanut
8464,10072546,2021,7,Perjantai,489141.0,6750191.0,1735.0,Kaakkois-Suomen ELY,valtatie,Loukkaantumiseen johtanut
8465,10072546,2021,7,Perjantai,489141.0,6750191.0,1380.0,Kaakkois-Suomen ELY,valtatie,Loukkaantumiseen johtanut
8466,10072546,2021,7,Perjantai,489141.0,6750191.0,1432.0,Kaakkois-Suomen ELY,valtatie,Loukkaantumiseen johtanut
8467,10072547,2021,7,Keskiviikko,322179.0,6717822.0,198.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
8468,10072547,2021,7,Keskiviikko,322179.0,6717822.0,,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
8469,10072548,2021,7,Maanantai,279045.0,6713336.0,1155.0,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
8470,10072549,2021,7,Perjantai,212354.0,6765184.0,240.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8471,10072549,2021,7,Perjantai,212354.0,6765184.0,1165.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8472,10072550,2021,7,Maanantai,385274.0,6676236.0,1130.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
8473,10072550,2021,7,Maanantai,385274.0,6676236.0,1362.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
8474,10072551,2021,7,Torstai,377532.0,6694567.0,6800.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
8475,10072551,2021,7,Torstai,377532.0,6694567.0,1050.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
8476,10072552,2021,7,Lauantai,224953.0,7001949.0,1405.0,Etelä-Pohjanmaan ELY,yhdystie,Ei henkilövahinkoja
8477,10072553,2021,7,Sunnuntai,402780.0,7087681.0,,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8478,10072553,2021,7,Sunnuntai,402780.0,7087681.0,1601.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8479,10072554,2021,7,Perjantai,393478.0,6688030.0,1275.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8480,10072554,2021,7,Perjantai,393478.0,6688030.0,1520.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8481,10072555,2021,7,Perjantai,395994.0,6688716.0,1572.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
8482,10072555,2021,7,Perjantai,395994.0,6688716.0,1205.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
8483,10072556,2021,7,Keskiviikko,573206.0,7425486.0,375.0,Lapin ELY,yhdystie,Loukkaantumiseen johtanut
8484,10072557,2021,7,Lauantai,336974.0,6680385.0,2026.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8485,10072557,2021,7,Lauantai,336974.0,6680385.0,104.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8486,10072558,2021,7,Maanantai,426481.0,6695718.0,1335.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8487,10072558,2021,7,Maanantai,426481.0,6695718.0,1435.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8488,10072559,2021,7,Keskiviikko,392523.0,6695439.0,20500.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8489,10072559,2021,7,Keskiviikko,392523.0,6695439.0,2276.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8490,10072560,2021,7,Keskiviikko,392363.0,6688635.0,1375.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8491,10072560,2021,7,Keskiviikko,392363.0,6688635.0,1695.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8492,10072561,2021,7,Lauantai,427067.0,6761394.0,1192.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8493,10072561,2021,7,Lauantai,427067.0,6761394.0,1483.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8494,10072562,2021,7,Keskiviikko,439551.0,6785467.0,1125.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8495,10072562,2021,7,Keskiviikko,439551.0,6785467.0,1955.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8496,10072563,2021,7,Lauantai,389515.0,6682685.0,1503.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8497,10072564,2021,7,Perjantai,392287.0,6678759.0,2060.0,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8498,10072564,2021,7,Perjantai,392287.0,6678759.0,,Uudenmaan ELY,Ei arvoa,Loukkaantumiseen johtanut
8499,10072566,2021,7,Sunnuntai,382833.0,7083750.0,,Pohjois-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
8500,10072566,2021,7,Sunnuntai,382833.0,7083750.0,215.0,Pohjois-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
8501,10072567,2021,7,Keskiviikko,421243.0,6705354.0,1580.0,Uudenmaan ELY,kantatie,Loukkaantumiseen johtanut
8502,10072568,2021,7,Perjantai,424775.0,6917342.0,1326.0,Keski-Suomen ELY,yhdystie,Ei henkilövahinkoja
8503,10072569,2021,7,Sunnuntai,287333.0,7054906.0,350.0,Etelä-Pohjanmaan ELY,valtatie,Loukkaantumiseen johtanut
8504,10072570,2021,7,Perjantai,235230.0,6715622.0,1311.0,Varsinais-Suomen ELY,kantatie,Loukkaantumiseen johtanut
8505,10072570,2021,7,Perjantai,235230.0,6715622.0,1234.0,Varsinais-Suomen ELY,kantatie,Loukkaantumiseen johtanut
8506,10072571,2021,7,Tiistai,407727.0,6956532.0,21900.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
8507,10072571,2021,7,Tiistai,407727.0,6956532.0,1433.0,Keski-Suomen ELY,valtatie,Ei henkilövahinkoja
8508,10072572,2021,7,Keskiviikko,227928.0,7014440.0,,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
8509,10072572,2021,7,Keskiviikko,227928.0,7014440.0,1805.0,Etelä-Pohjanmaan ELY,seututie,Ei henkilövahinkoja
8510,10072573,2021,7,Lauantai,426802.0,6774685.0,1460.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
8511,10072573,2021,7,Lauantai,426802.0,6774685.0,2185.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
8512,10072574,2021,7,Perjantai,373424.0,6684878.0,1130.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8513,10072575,2021,7,Maanantai,407301.0,6683921.0,,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
8514,10072575,2021,7,Maanantai,407301.0,6683921.0,1280.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
8515,10072576,2021,7,Keskiviikko,561793.0,6754479.0,,Kaakkois-Suomen ELY,seututie,Ei henkilövahinkoja
8516,10072576,2021,7,Keskiviikko,561793.0,6754479.0,,Kaakkois-Suomen ELY,seututie,Ei henkilövahinkoja
8517,10072577,2021,7,Torstai,489938.0,7522855.0,1445.0,Lapin ELY,valtatie,Ei henkilövahinkoja
8518,10072577,2021,7,Torstai,489938.0,7522855.0,9322.0,Lapin ELY,valtatie,Ei henkilövahinkoja
8519,10072578,2021,7,Sunnuntai,231275.0,6847755.0,1244.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8520,10072579,2021,7,Torstai,229343.0,6726534.0,123.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8521,10072579,2021,7,Torstai,229343.0,6726534.0,99.0,Varsinais-Suomen ELY,yhdystie,Ei henkilövahinkoja
8522,10072580,2021,7,Keskiviikko,325665.0,6791143.0,1385.0,Pirkanmaan ELY,seututie,Ei henkilövahinkoja
8523,10072581,2021,7,Maanantai,499376.0,7067594.0,1931.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
8524,10072581,2021,7,Maanantai,499376.0,7067594.0,1459.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
8525,10072582,2021,7,Maanantai,465963.0,6768828.0,1450.0,Kaakkois-Suomen ELY,seututie,Loukkaantumiseen johtanut
8526,10072583,2021,7,Lauantai,305251.0,6698192.0,,Varsinais-Suomen ELY,seututie,Ei henkilövahinkoja
8527,10072584,2021,7,Lauantai,432338.0,7207277.0,1520.0,Pohjois-Pohjanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8528,10072586,2021,7,Lauantai,240065.0,6711322.0,1140.0,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8529,10072586,2021,7,Lauantai,240065.0,6711322.0,985.0,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8530,10072587,2021,7,Perjantai,221852.0,6828390.0,1543.0,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8531,10072587,2021,7,Perjantai,221852.0,6828390.0,2175.0,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8532,10072587,2021,7,Perjantai,221852.0,6828390.0,1605.0,Varsinais-Suomen ELY,Ei arvoa,Ei henkilövahinkoja
8533,10072588,2021,7,Perjantai,328142.0,6823007.0,3447.0,Pirkanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8534,10072588,2021,7,Perjantai,328142.0,6823007.0,2810.0,Pirkanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8535,10072589,2021,7,Keskiviikko,286112.0,6969033.0,60.0,Etelä-Pohjanmaan ELY,Ei arvoa,Ei henkilövahinkoja
8536,10072591,2021,7,Torstai,273209.0,6937292.0,1635.0,Etelä-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
8537,10072591,2021,7,Torstai,273209.0,6937292.0,170.0,Etelä-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
8538,10072592,2021,7,Keskiviikko,320670.0,6745586.0,1105.0,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8539,10072592,2021,7,Keskiviikko,320670.0,6745586.0,,Uudenmaan ELY,yhdystie,Ei henkilövahinkoja
8540,10072593,2021,7,Tiistai,430035.0,6701349.0,4100.0,Uudenmaan ELY,seututie,Ei henkilövahinkoja
8541,10072593,2021,7,Tiistai,430035.0,6701349.0,,Uudenmaan ELY,seututie,Ei henkilövahinkoja
8542,10072594,2021,7,Keskiviikko,242433.0,6965815.0,,Etelä-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
8543,10072594,2021,7,Keskiviikko,242433.0,6965815.0,188.0,Etelä-Pohjanmaan ELY,seututie,Loukkaantumiseen johtanut
8544,10072595,2021,7,Tiistai,368741.0,6678487.0,11850.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
8545,10072596,2021,7,Lauantai,384085.0,6686491.0,1369.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8546,10072596,2021,7,Lauantai,384085.0,6686491.0,1451.0,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8547,10072597,2021,7,Maanantai,312859.0,6662932.0,1380.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
8548,10072597,2021,7,Maanantai,312859.0,6662932.0,1684.0,Uudenmaan ELY,seututie,Loukkaantumiseen johtanut
8549,10072598,2021,7,Lauantai,295660.0,6704838.0,445.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8550,10072599,2021,7,Torstai,428533.0,7213489.0,1845.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8551,10072599,2021,7,Torstai,428533.0,7213489.0,1468.0,Pohjois-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8552,10072600,2021,7,Torstai,334388.0,6835248.0,1390.0,Pirkanmaan ELY,seututie,Loukkaantumiseen johtanut
8553,10072600,2021,7,Torstai,334388.0,6835248.0,1311.0,Pirkanmaan ELY,seututie,Loukkaantumiseen johtanut
8554,10072600,2021,7,Torstai,334388.0,6835248.0,1338.0,Pirkanmaan ELY,seututie,Loukkaantumiseen johtanut
8555,10072601,2021,7,Lauantai,231519.0,7005836.0,,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8556,10072601,2021,7,Lauantai,231519.0,7005836.0,1650.0,Etelä-Pohjanmaan ELY,valtatie,Ei henkilövahinkoja
8557,10072602,2021,7,Lauantai,353291.0,6700192.0,1439.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
8558,10072602,2021,7,Lauantai,353291.0,6700192.0,1031.0,Uudenmaan ELY,valtatie,Ei henkilövahinkoja
8559,10072603,2021,7,Keskiviikko,559058.0,7054233.0,1320.0,Pohjois-Savon ELY,seututie,Ei henkilövahinkoja
8560,10072604,2021,7,Perjantai,306086.0,7012353.0,,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
8561,10072604,2021,7,Perjantai,306086.0,7012353.0,14000.0,Etelä-Pohjanmaan ELY,kantatie,Ei henkilövahinkoja
8562,10072605,2021,7,Maanantai,513780.0,6828618.0,,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
8563,10072605,2021,7,Maanantai,513780.0,6828618.0,13000.0,Pohjois-Savon ELY,valtatie,Ei henkilövahinkoja
8564,10072607,2021,7,Torstai,382298.0,6682827.0,1975.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8565,10072607,2021,7,Torstai,382298.0,6682827.0,1375.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8566,10072608,2021,7,Perjantai,387402.0,6676405.0,1555.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8567,10072608,2021,7,Perjantai,387402.0,6676405.0,1519.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8568,10072608,2021,7,Perjantai,387402.0,6676405.0,2420.0,Uudenmaan ELY,Ei arvoa,Ei henkilövahinkoja
8569,10072610,2021,7,Sunnuntai,212199.0,6822973.0,1310.0,Varsinais-Suomen ELY,yhdystie,Loukkaantumiseen johtanut
8570,10072611,2021,7,Lauantai,295741.0,6662889.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8571,10072611,2021,7,Lauantai,295741.0,6662889.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8572,10072612,2021,7,Lauantai,295736.0,6662940.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8573,10072612,2021,7,Lauantai,295736.0,6662940.0,,Uudenmaan ELY,kantatie,Ei henkilövahinkoja
8574,10072613,2021,7,Sunnuntai,295038.0,6851214.0,950.0,Pirkanmaan ELY,valtatie,Loukkaantumiseen johtanut
8575,10072614,2021,7,Tiistai,363145.0,6762049.0,1647.0,Uudenmaan ELY,valtatie,Loukkaantumiseen johtanut
8576,10072615,2021,7,Maanantai,214422.0,6758707.0,1550.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
8577,10072615,2021,7,Maanantai,214422.0,6758707.0,1370.0,Varsinais-Suomen ELY,valtatie,Ei henkilövahinkoja
8578,10072616,2021,7,Keskiviikko,264637.0,6677731.0,1165.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
8579,10072616,2021,7,Keskiviikko,264637.0,6677731.0,1278.0,Varsinais-Suomen ELY,seututie,Loukkaantumiseen johtanut
