id,year,month,day_of_week,lon,lat,vehicle_mass,Seriousness,snowfall_1,snowfall_2,snowfall_3,snowfall_4,snowfall_5
8120058,2017,1,keskiviikko,25.8729,62.2466,1650.0,Ei henkilövahinkoja,0.0,0.4199999868869781,0.0,0.2800000011920929,
8120059,2017,1,perjantai,25.7139,62.2322,1409.0,Loukkaantumiseen johtanut,2.0299999713897705,2.380000114440918,0.1400000005960464,0.0,
8120059,2017,1,perjantai,25.7139,62.2322,1410.0,Loukkaantumiseen johtanut,2.0299999713897705,2.380000114440918,0.1400000005960464,0.0,
8120059,2017,1,perjantai,25.7139,62.2322,1193.0,Loukkaantumiseen johtanut,2.0299999713897705,2.380000114440918,0.1400000005960464,0.0,
8120060,2017,1,lauantai,30.6997,62.5862,1363.0,Ei henkilövahinkoja,0.7000000476837158,0.1400000005960464,0.2800000011920929,0.2100000083446502,
8120061,2017,1,maanantai,23.5722,61.7359,1570.0,Ei henkilövahinkoja,0.4899999797344208,0.1400000005960464,0.3499999940395355,0.0,0.0
8120062,2017,1,lauantai,23.0563,61.0596,1215.0,Ei henkilövahinkoja,0.0,0.0,0.0,0.0700000002980232,
8120063,2017,1,keskiviikko,28.325,63.0636,1410.0,Ei henkilövahinkoja,0.0,0.1400000005960464,0.0,0.3499999940395355,
8120063,2017,1,keskiviikko,28.325,63.0636,1316.0,Ei henkilövahinkoja,0.0,0.1400000005960464,0.0,0.3499999940395355,
8120064,2017,1,sunnuntai,23.6633,60.2354,1445.0,Loukkaantumiseen johtanut,0.4900000095367431,0.0,0.0700000002980232,0.0,1.2600001096725464
8120065,2017,1,perjantai,28.5506,64.0938,1565.0,Ei henkilövahinkoja,1.4000002145767212,1.3300001621246338,0.0,0.0,
8120065,2017,1,perjantai,28.5506,64.0938,,Ei henkilövahinkoja,1.4000002145767212,1.3300001621246338,0.0,0.0,
8120066,2017,1,perjantai,25.0031,60.6448,1164.0,Loukkaantumiseen johtanut,2.870000123977661,0.9100000262260436,0.0,0.0,
